Part ID,Part Code,Part Description,Manufacturer,Category,Stock Quantity,Unit Price (USD),Manufacture Date,Acquisition Date,Estimated Lifespan (years)
P-0001765,ENG-53950-L,Part engine model 604,Rolls-Royce,engine,10,34157.75,2021-05-16,2023-11-06,15.4
P-0001766,STR-22835-L,Part airframe model 876,MTU Aero Engines,airframe,14,7675.77,2018-08-16,2018-11-04,19.3
P-0001767,ELE-97858-P,Part electrical system model 139,GE Aerospace,electrical system,9,1296.02,2020-05-18,2022-01-28,9.1
P-0001768,STR-20273-P,Part airframe model 608,Pratt & Whitney,airframe,13,17302.77,2023-01-07,2024-05-29,28.6
P-0001769,STR-34160-Q,Part airframe model 558,MTU Aero Engines,airframe,8,8180.35,2022-06-07,2023-01-07,22.9
P-0001770,STR-84385-Y,Part airframe model 362,Rolls-Royce,airframe,13,2687.46,2010-12-03,2011-09-11,18.6
P-0001771,STR-58988-M,Part airframe model 769,Liebherr-Aerospace,airframe,15,9864.06,2020-02-02,2020-07-03,20.7
P-0001772,ELE-93460-Y,Part electrical system model 217,Rolls-Royce,electrical system,9,1776.96,2022-10-28,2024-03-22,12.8
P-0001773,HYD-77519-F,Part hydraulic model 549,Honeywell,hydraulic,15,4116.8,2024-08-14,2025-05-17,6.7
P-0001774,HYD-59056-J,Part hydraulic model 867,Honeywell,hydraulic,9,9534.67,2014-03-23,2014-11-07,8.3
P-0001775,ELE-50416-W,Part electrical system model 513,Liebherr-Aerospace,electrical system,16,1184.92,2017-03-18,2018-10-31,8.3
P-0001776,STR-56073-K,Part airframe model 807,Safran,airframe,12,3256.55,2023-07-28,2024-03-13,27.8
P-0001777,ELE-34343-X,Part electrical system model 925,Parker Aerospace,electrical system,13,15462.93,2020-09-01,2022-05-30,5.2
P-0001778,STR-41174-R,Part airframe model 922,Collins Aerospace,airframe,12,3569.74,2021-03-31,2021-09-14,18.5
P-0001779,STR-82436-J,Part airframe model 625,Honeywell,airframe,9,30018.72,2013-05-20,2015-06-21,14.4
P-0001780,HYD-79336-O,Part hydraulic model 560,Collins Aerospace,hydraulic,11,10222.76,2011-05-22,2012-04-13,9.0
P-0001781,ENG-52926-O,Part engine model 217,Collins Aerospace,engine,10,32535.9,2020-02-08,2022-05-12,11.8
P-0001782,HYD-48827-H,Part hydraulic model 316,Parker Aerospace,hydraulic,12,6105.81,2012-04-27,2014-09-04,12.6
P-0001783,STR-54775-R,Part airframe model 816,Honeywell,airframe,13,3816.92,2017-09-14,2020-08-13,16.1
P-0001784,ELE-39373-F,Part electrical system model 176,Liebherr-Aerospace,electrical system,17,2944.12,2011-11-22,2011-12-09,10.8
P-0001785,ELE-82651-D,Part electrical system model 520,Safran,electrical system,15,3923.18,2021-04-26,2023-09-17,10.7
P-0001786,HYD-40486-M,Part hydraulic model 991,Collins Aerospace,hydraulic,13,1607.8,2024-06-29,2025-12-01,8.9
P-0001787,ELE-28640-P,Part electrical system model 271,Pratt & Whitney,electrical system,6,4893.62,2013-11-14,2014-03-26,4.0
P-0001788,ELE-46136-A,Part electrical system model 489,GE Aerospace,electrical system,11,3872.17,2010-11-17,2013-02-12,9.0
P-0001789,ENG-34942-L,Part engine model 125,Honeywell,engine,14,113590.38,2015-07-23,2015-10-02,18.5
P-0001790,STR-68596-W,Part airframe model 227,Liebherr-Aerospace,airframe,11,9381.25,2019-10-27,2022-05-21,16.8
P-0001791,ENG-45255-R,Part engine model 473,Thales Avionics,engine,15,9728.86,2019-11-09,2021-09-21,12.9
P-0001792,ELE-95523-B,Part electrical system model 753,Rolls-Royce,electrical system,13,2363.51,2021-10-03,2022-04-24,8.4
P-0001793,STR-72286-F,Part airframe model 123,Liebherr-Aerospace,airframe,12,7300.67,2021-09-22,2023-09-27,19.9
P-0001794,ELE-26277-L,Part electrical system model 569,MTU Aero Engines,electrical system,5,4426.3,2023-09-05,2024-03-03,11.9
P-0001795,ENG-33729-T,Part engine model 843,Safran,engine,13,18856.72,2013-07-24,2015-03-26,14.9
P-0001796,ENG-63629-A,Part engine model 522,Rolls-Royce,engine,8,172594.93,2018-03-01,2018-03-06,16.4
P-0001797,ELE-65438-R,Part electrical system model 276,MTU Aero Engines,electrical system,5,2330.71,2018-05-13,2021-02-18,9.8
P-0001798,ENG-69629-C,Part engine model 952,GE Aerospace,engine,14,99271.05,2016-05-06,2016-07-14,10.0
P-0001799,ENG-19820-O,Part engine model 846,Rolls-Royce,engine,12,14578.95,2018-09-09,2020-11-26,15.9
P-0001800,ENG-47790-V,Part engine model 930,Safran,engine,13,35413.63,2019-03-03,2021-04-02,13.4
P-0001801,HYD-44421-G,Part hydraulic model 637,MTU Aero Engines,hydraulic,13,9321.38,2017-08-03,2019-07-07,8.3
P-0001802,ELE-92201-V,Part electrical system model 365,GE Aerospace,electrical system,14,1134.1,2025-03-24,2025-05-05,7.1
P-0001803,STR-35600-S,Part airframe model 973,Collins Aerospace,airframe,13,3181.35,2023-05-30,2025-05-06,21.5
P-0001804,STR-89622-D,Part airframe model 728,Thales Avionics,airframe,15,8186.98,2011-03-05,2012-12-25,19.4
P-0001805,STR-46171-T,Part airframe model 669,Liebherr-Aerospace,airframe,11,16283.2,2024-02-25,2026-01-08,22.0
P-0001806,ELE-71526-Y,Part electrical system model 369,Collins Aerospace,electrical system,9,1558.48,2024-07-08,2026-02-09,5.8
P-0001807,ELE-23149-R,Part electrical system model 428,MTU Aero Engines,electrical system,8,1819.93,2017-07-04,2018-06-25,10.0
P-0001808,ENG-41016-O,Part engine model 554,Collins Aerospace,engine,15,42495.26,2011-06-24,2012-03-02,14.3
P-0001809,ENG-14789-H,Part engine model 394,MTU Aero Engines,engine,6,33413.84,2017-05-24,2018-09-28,17.7
P-0001810,ENG-71134-R,Part engine model 221,Pratt & Whitney,engine,11,56713.3,2012-02-14,2013-04-04,19.0
P-0001811,ELE-80886-V,Part electrical system model 258,Parker Aerospace,electrical system,13,791.41,2022-07-07,2024-07-18,11.5
P-0001812,ELE-34977-P,Part electrical system model 277,GE Aerospace,electrical system,14,854.01,2025-03-20,2026-01-06,7.9
P-0001813,STR-10129-D,Part airframe model 755,Collins Aerospace,airframe,10,10365.77,2018-09-02,2021-01-04,14.1
P-0001814,ENG-55331-P,Part engine model 427,Parker Aerospace,engine,15,28525.37,2016-05-16,2019-04-09,16.1
P-0001815,ENG-44626-X,Part engine model 979,Safran,engine,10,75884.18,2015-08-27,2017-09-19,15.1
P-0001816,HYD-37549-W,Part hydraulic model 406,Pratt & Whitney,hydraulic,19,2342.45,2024-09-22,2026-03-29,9.7
P-0001817,STR-46417-C,Part airframe model 188,Honeywell,airframe,6,11544.54,2023-07-09,2024-01-10,23.6
P-0001818,ELE-62249-Y,Part electrical system model 850,Parker Aerospace,electrical system,8,2994.49,2013-05-16,2016-04-10,9.4
P-0001819,ELE-18833-S,Part electrical system model 137,Safran,electrical system,13,1466.24,2017-06-23,2018-04-13,8.2
P-0001820,STR-39473-B,Part airframe model 972,Honeywell,airframe,12,7739.15,2011-10-30,2013-07-04,21.1
P-0001821,ENG-56647-W,Part engine model 690,Safran,engine,17,41952.57,2023-01-26,2024-05-17,17.5
P-0001822,ENG-11299-R,Part engine model 956,GE Aerospace,engine,13,21978.07,2024-11-19,2025-06-22,18.7
P-0001823,ELE-75875-Y,Part electrical system model 938,Honeywell,electrical system,13,4216.38,2013-03-04,2015-06-25,11.3
P-0001824,ELE-64836-N,Part electrical system model 445,Safran,electrical system,14,1456.32,2017-11-05,2018-03-12,9.5
P-0001825,ELE-94971-K,Part electrical system model 351,Pratt & Whitney,electrical system,7,1064.41,2016-12-16,2018-03-25,6.6
P-0001826,STR-66298-G,Part airframe model 939,Collins Aerospace,airframe,13,8834.92,2024-09-18,2025-05-04,32.5
P-0001827,ENG-52095-E,Part engine model 248,Safran,engine,16,88345.56,2025-08-31,2027-04-16,12.7
P-0001828,HYD-76909-O,Part hydraulic model 115,Thales Avionics,hydraulic,10,2845.6,2024-11-07,2027-05-25,10.2
P-0001829,ELE-82618-F,Part electrical system model 466,Thales Avionics,electrical system,12,1791.54,2018-10-16,2021-06-04,11.7
P-0001830,STR-70285-S,Part airframe model 934,Honeywell,airframe,10,9017.06,2012-11-22,2014-06-17,22.9
P-0001831,HYD-17593-X,Part hydraulic model 932,Honeywell,hydraulic,15,2606.53,2023-05-07,2024-01-22,17.3
P-0001832,ELE-17837-E,Part electrical system model 880,Safran,electrical system,11,1119.64,2011-11-26,2013-01-13,7.4
P-0001833,STR-28680-U,Part airframe model 217,Rolls-Royce,airframe,15,8773.91,2016-12-11,2018-12-24,19.8
P-0001834,ELE-40346-N,Part electrical system model 803,Thales Avionics,electrical system,9,1675.15,2022-07-15,2023-05-21,8.8
P-0001835,HYD-33412-P,Part hydraulic model 416,Pratt & Whitney,hydraulic,10,1311.28,2018-06-13,2018-11-25,8.3
P-0001836,ELE-40804-W,Part electrical system model 387,Rolls-Royce,electrical system,9,1690.93,2024-06-07,2025-04-03,10.7
P-0001837,ENG-20934-D,Part engine model 450,GE Aerospace,engine,10,33511.84,2017-05-14,2017-09-22,13.0
P-0001838,STR-30405-O,Part airframe model 396,Parker Aerospace,airframe,13,6987.06,2012-11-12,2013-09-06,24.7
P-0001839,HYD-56413-S,Part hydraulic model 293,Pratt & Whitney,hydraulic,13,1457.18,2025-01-11,2025-02-26,11.5
P-0001840,ENG-84490-E,Part engine model 491,Safran,engine,11,57894.99,2025-05-16,2025-07-22,16.9
P-0001841,STR-98675-M,Part airframe model 542,Pratt & Whitney,airframe,7,17776.82,2021-10-22,2024-05-06,26.2
P-0001842,STR-46523-W,Part airframe model 380,GE Aerospace,airframe,15,7651.93,2012-02-05,2012-08-15,19.5
P-0001843,STR-67693-U,Part airframe model 400,Safran,airframe,12,6503.22,2024-06-28,2026-12-26,22.8
P-0001844,ELE-51646-W,Part electrical system model 997,GE Aerospace,electrical system,13,2418.92,2025-01-14,2027-12-25,7.5
P-0001845,HYD-62776-M,Part hydraulic model 525,Collins Aerospace,hydraulic,23,3503.16,2019-07-01,2020-08-25,13.5
P-0001846,ENG-82009-P,Part engine model 349,Thales Avionics,engine,15,27130.13,2021-05-28,2022-09-23,16.3
P-0001847,ENG-86620-D,Part engine model 842,Pratt & Whitney,engine,7,58861.65,2018-02-12,2018-12-17,20.9
P-0001848,ENG-38756-M,Part engine model 614,Safran,engine,16,26876.6,2010-05-30,2010-10-05,19.8
P-0001849,HYD-12919-M,Part hydraulic model 785,Rolls-Royce,hydraulic,11,1490.5,2018-02-18,2020-01-06,7.2
P-0001850,ELE-64606-T,Part electrical system model 851,Pratt & Whitney,electrical system,13,1713.26,2016-12-05,2019-06-08,7.9
P-0001851,STR-80227-M,Part airframe model 505,Parker Aerospace,airframe,14,9175.73,2014-01-16,2016-01-08,22.9
P-0001852,HYD-50118-E,Part hydraulic model 715,Pratt & Whitney,hydraulic,10,2604.13,2014-10-21,2015-02-16,9.7
P-0001853,HYD-45829-V,Part hydraulic model 900,Pratt & Whitney,hydraulic,6,4585.5,2017-08-31,2019-06-17,8.6
P-0001854,HYD-75403-F,Part hydraulic model 343,Safran,hydraulic,11,2865.62,2020-11-27,2022-10-18,9.6
P-0001855,HYD-69673-E,Part hydraulic model 899,Pratt & Whitney,hydraulic,18,6433.56,2014-04-22,2016-05-05,11.6
P-0001856,STR-27676-E,Part airframe model 466,Liebherr-Aerospace,airframe,7,14972.16,2015-01-30,2015-04-15,25.6
P-0001857,ELE-19752-M,Part electrical system model 884,Parker Aerospace,electrical system,7,658.07,2013-01-31,2015-02-23,6.0
P-0001858,STR-84711-T,Part airframe model 219,Thales Avionics,airframe,9,5803.61,2013-06-23,2015-04-07,16.2
P-0001859,HYD-41478-H,Part hydraulic model 949,GE Aerospace,hydraulic,8,1832.69,2011-09-25,2014-04-19,7.1
P-0001860,ELE-44747-I,Part electrical system model 539,Honeywell,electrical system,16,2924.34,2016-08-20,2017-02-14,7.9
P-0001861,ELE-39810-T,Part electrical system model 870,MTU Aero Engines,electrical system,20,3316.93,2012-04-08,2012-06-14,8.5
P-0001862,ELE-44841-V,Part electrical system model 603,MTU Aero Engines,electrical system,7,3204.68,2021-05-21,2023-10-15,8.5
P-0001863,ENG-54713-K,Part engine model 681,Safran,engine,18,17808.01,2022-02-08,2022-05-30,14.0
P-0001864,STR-13048-K,Part airframe model 532,Collins Aerospace,airframe,16,6671.67,2021-10-23,2022-12-07,21.3
P-0001865,HYD-68906-S,Part hydraulic model 282,Parker Aerospace,hydraulic,18,5465.07,2010-11-06,2013-06-01,6.3
P-0001866,HYD-37425-F,Part hydraulic model 560,Pratt & Whitney,hydraulic,16,3739.65,2024-11-05,2025-09-01,9.3
P-0001867,ENG-93388-W,Part engine model 858,Liebherr-Aerospace,engine,14,9303.34,2017-07-21,2018-11-10,17.1
P-0001868,ENG-68176-C,Part engine model 217,Thales Avionics,engine,8,120820.67,2023-11-11,2025-09-04,14.4
P-0001869,ENG-72402-N,Part engine model 130,Parker Aerospace,engine,11,40748.74,2012-12-09,2014-10-30,10.1
P-0001870,ELE-99907-V,Part electrical system model 248,Thales Avionics,electrical system,10,2638.46,2023-05-25,2025-02-24,11.6
P-0001871,HYD-82644-Q,Part hydraulic model 627,Thales Avionics,hydraulic,14,3004.22,2018-06-14,2018-08-18,7.8
P-0001872,ENG-27829-N,Part engine model 372,GE Aerospace,engine,20,29061.35,2013-06-17,2015-10-05,15.6
P-0001873,STR-74141-Y,Part airframe model 963,Safran,airframe,14,2306.19,2013-08-22,2015-12-28,23.6
P-0001874,HYD-36352-H,Part hydraulic model 484,Rolls-Royce,hydraulic,12,2265.84,2014-01-21,2014-05-13,13.8
P-0001875,ELE-66319-H,Part electrical system model 979,Pratt & Whitney,electrical system,13,2786.94,2025-07-16,2027-09-22,7.8
P-0001876,STR-84642-I,Part airframe model 201,Thales Avionics,airframe,16,6950.25,2024-01-05,2025-07-02,23.5
P-0001877,STR-85532-X,Part airframe model 171,MTU Aero Engines,airframe,14,10386.72,2013-09-18,2013-10-01,20.1
P-0001878,STR-26025-U,Part airframe model 804,Collins Aerospace,airframe,16,5568.54,2019-10-26,2021-11-13,20.1
P-0001879,STR-32706-E,Part airframe model 933,Honeywell,airframe,18,6667.07,2010-12-24,2012-05-04,21.5
P-0001880,STR-85503-I,Part airframe model 722,Parker Aerospace,airframe,12,10852.48,2019-03-20,2019-08-03,26.6
P-0001881,ELE-19179-T,Part electrical system model 904,Honeywell,electrical system,8,1754.22,2018-03-04,2018-09-09,9.9
P-0001882,HYD-33733-C,Part hydraulic model 507,GE Aerospace,hydraulic,11,2330.68,2025-03-03,2027-05-30,8.3
P-0001883,ELE-98306-E,Part electrical system model 446,Pratt & Whitney,electrical system,10,3038.9,2015-04-30,2018-02-13,8.8
P-0001884,ELE-13975-N,Part electrical system model 951,Honeywell,electrical system,13,1879.39,2019-12-18,2020-06-12,8.5
P-0001885,ENG-88455-C,Part engine model 466,Rolls-Royce,engine,14,23918.13,2023-09-11,2024-11-18,14.5
P-0001886,STR-55463-M,Part airframe model 929,GE Aerospace,airframe,12,7218.89,2016-05-23,2017-05-03,16.9
P-0001887,ENG-52154-H,Part engine model 888,MTU Aero Engines,engine,16,31497.74,2020-01-26,2021-10-20,15.9
P-0001888,ENG-96706-J,Part engine model 717,Rolls-Royce,engine,12,22553.76,2015-04-01,2015-10-28,16.4
P-0001889,ELE-38830-R,Part electrical system model 648,Safran,electrical system,14,7977.52,2021-12-23,2023-09-09,7.5
P-0001890,HYD-27401-R,Part hydraulic model 390,Rolls-Royce,hydraulic,10,1994.58,2015-05-14,2017-10-27,9.3
P-0001891,ENG-55167-F,Part engine model 521,Liebherr-Aerospace,engine,13,46816.19,2016-12-10,2018-11-02,20.8
P-0001892,STR-67391-P,Part airframe model 280,Liebherr-Aerospace,airframe,16,6709.51,2020-07-09,2021-02-03,20.5
P-0001893,HYD-68171-A,Part hydraulic model 754,Thales Avionics,hydraulic,15,6176.54,2014-05-09,2016-07-25,12.6
P-0001894,ENG-16647-S,Part engine model 213,Rolls-Royce,engine,10,86285.8,2018-04-02,2019-08-12,14.2
P-0001895,STR-16015-C,Part airframe model 337,Collins Aerospace,airframe,11,11310.79,2025-03-19,2025-07-18,22.3
P-0001896,ELE-34067-D,Part electrical system model 193,MTU Aero Engines,electrical system,8,3461.33,2022-10-17,2023-10-05,7.6
P-0001897,ELE-12056-H,Part electrical system model 359,Safran,electrical system,10,638.71,2019-11-19,2020-08-05,7.9
P-0001898,ENG-39328-Q,Part engine model 206,MTU Aero Engines,engine,14,83255.44,2020-05-10,2022-11-06,11.7
P-0001899,STR-62832-T,Part airframe model 343,Liebherr-Aerospace,airframe,19,12974.63,2016-04-27,2016-12-28,25.2
P-0001900,ELE-96805-T,Part electrical system model 522,Parker Aerospace,electrical system,12,1244.02,2018-07-26,2020-01-29,7.0
P-0001901,STR-74538-K,Part airframe model 434,Liebherr-Aerospace,airframe,12,5234.98,2021-04-12,2023-03-17,17.0
P-0001902,ENG-88978-X,Part engine model 122,GE Aerospace,engine,9,36396.9,2021-10-30,2021-12-29,18.0
P-0001903,ELE-11629-H,Part electrical system model 972,Liebherr-Aerospace,electrical system,11,8846.34,2019-05-23,2019-10-22,11.3
P-0001904,ENG-99432-J,Part engine model 370,GE Aerospace,engine,8,33919.8,2013-08-20,2015-12-18,15.1
P-0001905,ELE-28288-H,Part electrical system model 239,Collins Aerospace,electrical system,13,1221.65,2014-06-24,2015-06-30,8.6
P-0001906,ENG-46085-A,Part engine model 565,Honeywell,engine,18,26308.52,2023-07-25,2025-08-21,17.9
P-0001907,HYD-21251-U,Part hydraulic model 553,MTU Aero Engines,hydraulic,11,951.21,2013-02-07,2015-05-08,7.9
P-0001908,STR-35574-X,Part airframe model 483,Liebherr-Aerospace,airframe,13,13428.0,2015-08-11,2017-07-05,23.0
P-0001909,STR-96472-L,Part airframe model 693,Thales Avionics,airframe,13,13721.81,2011-03-04,2012-11-21,27.4
P-0001910,ENG-13061-I,Part engine model 476,Collins Aerospace,engine,5,6935.55,2024-05-19,2025-11-04,15.3
P-0001911,STR-49095-C,Part airframe model 537,Thales Avionics,airframe,11,22434.28,2020-10-11,2021-12-09,20.8
P-0001912,HYD-38451-J,Part hydraulic model 955,Honeywell,hydraulic,8,2686.67,2018-04-29,2018-10-07,10.3
P-0001913,HYD-91443-V,Part hydraulic model 521,Liebherr-Aerospace,hydraulic,11,2050.2,2022-06-09,2025-04-24,8.0
P-0001914,STR-44814-I,Part airframe model 255,MTU Aero Engines,airframe,16,2654.43,2012-04-20,2014-03-14,28.5
P-0001915,STR-95141-A,Part airframe model 434,Thales Avionics,airframe,10,3218.04,2021-07-28,2022-02-22,25.9
P-0001916,ELE-86868-I,Part electrical system model 630,Liebherr-Aerospace,electrical system,12,2658.84,2012-10-18,2015-04-09,9.2
P-0001917,HYD-19445-S,Part hydraulic model 680,Thales Avionics,hydraulic,16,5214.27,2016-05-24,2018-10-29,10.4
P-0001918,STR-39767-J,Part airframe model 231,MTU Aero Engines,airframe,14,3793.82,2011-11-19,2014-02-09,21.4
P-0001919,STR-90746-M,Part airframe model 867,GE Aerospace,airframe,18,2169.19,2013-08-06,2013-12-08,19.5
P-0001920,STR-51043-D,Part airframe model 820,GE Aerospace,airframe,12,6713.41,2016-02-13,2016-03-03,18.4
P-0001921,ELE-37946-L,Part electrical system model 600,Parker Aerospace,electrical system,11,968.86,2020-01-29,2022-03-03,10.3
P-0001922,ENG-13364-J,Part engine model 621,MTU Aero Engines,engine,7,41867.19,2021-07-07,2022-02-12,17.8
P-0001923,ELE-79854-Y,Part electrical system model 239,Safran,electrical system,7,3840.8,2013-04-22,2015-10-17,6.1
P-0001924,STR-87015-G,Part airframe model 234,GE Aerospace,airframe,11,3912.25,2019-10-24,2021-10-19,21.3
P-0001925,ELE-12452-I,Part electrical system model 866,Safran,electrical system,17,2720.08,2012-01-22,2013-03-01,7.5
P-0001926,ENG-43193-J,Part engine model 911,Collins Aerospace,engine,9,79899.39,2014-12-24,2016-06-02,16.9
P-0001927,STR-35345-D,Part airframe model 506,Rolls-Royce,airframe,9,8959.2,2020-02-13,2021-08-08,26.1
P-0001928,STR-95895-N,Part airframe model 869,MTU Aero Engines,airframe,11,11118.52,2017-11-03,2018-12-17,18.6
P-0001929,ELE-93220-X,Part electrical system model 193,Liebherr-Aerospace,electrical system,8,1182.35,2010-08-07,2011-02-16,6.6
P-0001930,ENG-18657-M,Part engine model 983,Collins Aerospace,engine,15,87194.81,2019-04-22,2022-03-30,13.5
P-0001931,STR-31951-H,Part airframe model 340,Pratt & Whitney,airframe,10,11210.97,2011-03-13,2013-05-30,21.1
P-0001932,STR-36521-L,Part airframe model 848,Thales Avionics,airframe,11,3950.37,2018-11-22,2019-05-09,14.3
P-0001933,STR-28744-W,Part airframe model 264,Honeywell,airframe,9,27920.9,2021-04-05,2021-05-12,13.3
P-0001934,ELE-28423-U,Part electrical system model 424,Parker Aerospace,electrical system,11,415.06,2018-05-22,2019-05-28,8.2
P-0001935,ELE-27568-T,Part electrical system model 759,Liebherr-Aerospace,electrical system,11,4333.81,2015-04-16,2016-12-04,8.5
P-0001936,HYD-13934-R,Part hydraulic model 317,Pratt & Whitney,hydraulic,15,1452.48,2018-08-30,2021-06-07,9.9
P-0001937,STR-18172-J,Part airframe model 719,Safran,airframe,12,8273.94,2011-10-31,2012-03-21,26.6
P-0001938,HYD-29763-B,Part hydraulic model 330,Liebherr-Aerospace,hydraulic,11,6193.99,2018-05-30,2019-09-17,5.9
P-0001939,STR-95997-G,Part airframe model 681,Liebherr-Aerospace,airframe,16,3088.25,2015-01-14,2015-07-25,28.9
P-0001940,ENG-77975-K,Part engine model 832,MTU Aero Engines,engine,12,49911.99,2010-08-19,2010-11-02,14.6
P-0001941,ENG-88748-V,Part engine model 685,MTU Aero Engines,engine,12,12211.26,2017-02-23,2018-12-04,15.0
P-0001942,STR-97507-F,Part airframe model 278,Liebherr-Aerospace,airframe,8,6547.23,2012-03-22,2012-07-12,23.4
P-0001943,ELE-83404-K,Part electrical system model 179,Safran,electrical system,11,5464.5,2024-07-30,2026-09-15,6.0
P-0001944,ELE-34604-J,Part electrical system model 453,GE Aerospace,electrical system,17,1726.86,2017-07-09,2019-02-26,7.1
P-0001945,ELE-32135-Q,Part electrical system model 770,Honeywell,electrical system,12,3824.81,2013-04-11,2013-12-18,10.9
P-0001946,STR-47918-U,Part airframe model 967,Collins Aerospace,airframe,13,14179.16,2013-02-01,2015-06-09,23.8
P-0001947,STR-60849-F,Part airframe model 780,Thales Avionics,airframe,15,3241.54,2010-11-10,2012-12-04,21.7
P-0001948,ENG-20680-E,Part engine model 925,Thales Avionics,engine,10,16420.78,2016-06-08,2018-04-15,10.8
P-0001949,STR-65037-B,Part airframe model 260,Parker Aerospace,airframe,9,12597.7,2020-08-06,2021-03-24,16.7
P-0001950,STR-68914-F,Part airframe model 526,Honeywell,airframe,9,10757.39,2025-08-12,2027-09-14,20.1
P-0001951,ENG-20349-H,Part engine model 502,Collins Aerospace,engine,16,22659.49,2013-02-10,2014-09-16,15.3
P-0001952,ENG-70820-U,Part engine model 131,Parker Aerospace,engine,10,33034.97,2020-07-09,2022-02-06,18.1
P-0001953,STR-44553-N,Part airframe model 220,Parker Aerospace,airframe,12,9370.14,2020-01-23,2020-05-31,25.5
P-0001954,ELE-15948-C,Part electrical system model 826,Collins Aerospace,electrical system,20,1243.4,2023-10-20,2024-03-13,10.3
P-0001955,HYD-28991-O,Part hydraulic model 614,Pratt & Whitney,hydraulic,10,5253.64,2010-02-13,2010-03-19,9.4
P-0001956,HYD-69790-M,Part hydraulic model 484,GE Aerospace,hydraulic,15,2991.56,2011-10-12,2012-07-03,7.0
P-0001957,ELE-36245-O,Part electrical system model 839,Pratt & Whitney,electrical system,16,1737.77,2010-06-05,2011-11-19,6.6
P-0001958,STR-29920-D,Part airframe model 524,GE Aerospace,airframe,14,6067.7,2015-09-28,2016-10-19,22.4
P-0001959,ELE-84874-V,Part electrical system model 575,Pratt & Whitney,electrical system,16,2781.15,2014-11-02,2016-12-10,8.8
P-0001960,ELE-85885-O,Part electrical system model 659,Thales Avionics,electrical system,8,1848.97,2013-05-09,2014-07-23,6.0
P-0001961,ENG-87179-L,Part engine model 266,Thales Avionics,engine,11,12945.5,2022-04-23,2022-08-01,13.7
P-0001962,STR-38274-V,Part airframe model 488,Safran,airframe,19,28311.49,2023-08-28,2025-10-18,18.3
P-0001963,HYD-49913-F,Part hydraulic model 432,Collins Aerospace,hydraulic,10,805.36,2021-11-02,2022-05-19,15.1
P-0001964,STR-55819-Y,Part airframe model 622,MTU Aero Engines,airframe,15,21258.5,2019-06-30,2020-06-04,25.1
P-0001965,STR-87857-D,Part airframe model 849,Rolls-Royce,airframe,21,4338.79,2012-06-29,2013-12-21,21.0
P-0001966,STR-74910-M,Part airframe model 889,GE Aerospace,airframe,8,5366.37,2016-06-18,2018-02-06,20.4
P-0001967,ENG-59875-H,Part engine model 852,Thales Avionics,engine,12,122777.73,2015-05-01,2016-03-14,19.8
P-0001968,STR-83947-S,Part airframe model 570,Parker Aerospace,airframe,10,1500.06,2016-10-03,2018-02-12,18.3
P-0001969,STR-61986-Y,Part airframe model 803,Liebherr-Aerospace,airframe,11,7411.45,2012-09-25,2012-12-06,21.6
P-0001970,ENG-33055-K,Part engine model 623,Honeywell,engine,13,88251.19,2011-01-27,2011-07-18,12.7
P-0001971,ENG-73081-H,Part engine model 152,Liebherr-Aerospace,engine,7,27616.38,2015-05-08,2017-02-12,13.1
P-0001972,HYD-95920-J,Part hydraulic model 666,Liebherr-Aerospace,hydraulic,13,3722.45,2019-06-02,2019-06-06,11.1
P-0001973,STR-78625-C,Part airframe model 920,Collins Aerospace,airframe,5,17835.44,2024-05-01,2024-11-15,13.3
P-0001974,STR-66317-K,Part airframe model 120,Safran,airframe,10,7332.97,2023-12-21,2025-10-29,28.7
P-0001975,STR-26433-C,Part airframe model 118,Rolls-Royce,airframe,11,20995.55,2020-04-02,2020-12-08,24.6
P-0001976,HYD-86519-N,Part hydraulic model 955,Honeywell,hydraulic,14,2934.0,2011-05-30,2013-10-29,9.6
P-0001977,STR-80207-F,Part airframe model 961,Honeywell,airframe,17,5385.66,2012-06-27,2013-08-24,17.6
P-0001978,STR-60317-G,Part airframe model 555,Rolls-Royce,airframe,14,11027.47,2021-03-18,2023-04-28,13.4
P-0001979,HYD-75950-J,Part hydraulic model 421,Parker Aerospace,hydraulic,11,5963.21,2023-05-21,2025-12-31,9.6
P-0001980,HYD-96778-S,Part hydraulic model 926,Rolls-Royce,hydraulic,13,1924.66,2022-01-09,2023-05-08,8.6
P-0001981,ENG-62508-Q,Part engine model 532,Collins Aerospace,engine,10,34130.57,2010-05-15,2012-05-13,14.2
P-0001982,HYD-48379-O,Part hydraulic model 158,Pratt & Whitney,hydraulic,14,1489.05,2024-03-04,2026-08-31,10.0
P-0001983,STR-25231-L,Part airframe model 250,Honeywell,airframe,9,6099.69,2021-07-23,2022-04-15,25.3
P-0001984,STR-41676-I,Part airframe model 870,Collins Aerospace,airframe,12,5514.16,2022-11-24,2025-07-07,24.8
P-0001985,ENG-95483-P,Part engine model 539,Honeywell,engine,18,46634.84,2015-06-05,2017-12-20,16.0
P-0001986,ENG-56110-C,Part engine model 983,Parker Aerospace,engine,10,13488.12,2013-03-22,2013-05-26,19.0
P-0001987,ELE-82369-Q,Part electrical system model 157,Thales Avionics,electrical system,6,1724.3,2016-07-14,2017-12-04,7.7
P-0001988,STR-34507-J,Part airframe model 827,MTU Aero Engines,airframe,11,13644.04,2019-08-18,2019-12-16,22.6
P-0001989,STR-51495-C,Part airframe model 673,GE Aerospace,airframe,15,11026.21,2010-01-13,2012-08-27,27.9
